,Unnamed: 0,Customer ID,last_date,recency,rank_recency,frequency,freq_ranking,monetary,rank_monet,rec_freq_monet
481,481,12829.0,2011-01-07,336,0.7162897466417276,19,0.7650059513688148,128.43333333333334,0.8755313722156096,333
482,482,12830.0,2011-11-02,37,0.3179731338207788,38,0.5901207277673864,1135.7733333333333,0.0270362183302159,121
483,483,12831.0,2011-03-22,262,0.6635776228532563,22,0.7327835402142493,150.37,0.8214589355551777,233
484,484,12832.0,2011-11-07,32,0.2945927563339568,27,0.6842373745961571,191.515,0.7107634755993879,123
485,485,12833.0,2011-07-17,145,0.5565380037408604,24,0.712208808025846,417.38,0.247066825369835,231
486,486,12834.0,2011-03-02,282,0.6814317292977384,18,0.7780139432069376,312.38,0.4245876551606869,232
487,487,12835.0,2010-10-08,427,0.8241795612990988,615,0.0334977044720285,146.2641463414634,0.8309811256589016,313
488,488,12836.0,2011-10-11,59,0.402482570991328,411,0.0616391770107124,437.3153333333333,0.2234313892195205,211
489,489,12837.0,2011-06-19,173,0.5847644958340418,88,0.3533412684917531,331.33,0.3810576432579493,211
490,490,12838.0,2011-11-06,33,0.3007991838122768,356,0.0798333616731848,297.591,0.4638666893385478,112
491,491,12839.0,2011-12-07,2,0.0312021765005951,554,0.0398741710593436,371.8892307692307,0.3076007481720795,111
492,492,12840.0,2011-07-19,143,0.5549226322054073,176,0.1967352491072946,577.4242857142857,0.1224281584764495,211
493,493,12841.0,2011-12-05,4,0.0628294507736779,644,0.0311171569460976,173.95499999999998,0.757864308791022,113
494,494,12842.0,2011-09-30,70,0.4372555687808196,48,0.5232953579323244,479.4975,0.1833021594966842,221
495,495,12843.0,2011-10-05,65,0.4250127529331746,219,0.1562659411664682,219.44533333333325,0.6362863458595477,212
496,496,12844.0,2011-11-10,29,0.2722326135011053,103,0.3156776058493453,162.14999999999998,0.7866009182111886,113
497,497,12845.0,2011-03-17,267,0.6694439721135861,27,0.6842373745961571,88.5225,0.9508586975004252,223
498,498,12846.0,2010-01-26,682,0.9786600918211188,1,0.9900527121237884,15.58,0.9969392960380888,333
499,499,12847.0,2011-11-17,22,0.2214759394660772,119,0.2832001360312872,804.4999999999999,0.0600238054752593,111
500,500,12848.0,2010-02-02,675,0.9747491923142324,16,0.8027546335657201,208.00000000000003,0.6658731508246897,332
501,501,12849.0,2011-11-08,31,0.2877061724196565,144,0.2378847134841013,507.0783333333333,0.1622173099812957,111
502,502,12850.0,2010-09-20,445,0.8471348410134331,2,0.9750892705322224,330.0,0.3837782690018704,331
503,503,12851.0,2011-09-04,96,0.5022105084169359,77,0.3916850875701411,140.38,0.8449243325964972,213
504,504,12852.0,2011-02-18,294,0.688998469648019,17,0.7903417786090801,311.54999999999995,0.4262880462506376,232
505,505,12853.0,2011-07-28,134,0.5461656180921612,148,0.2315932664512838,355.2272727272727,0.3342968882843053,211
506,506,12854.0,2011-09-22,78,0.4653970413195035,261,0.1258289406563509,424.42428571428576,0.2378847134841013,211
507,507,12855.0,2010-12-02,372,0.7334636966502296,67,0.4305390239755143,153.21000000000006,0.8129569801054243,323
508,508,12856.0,2011-12-02,7,0.0851045740520319,311,0.0988777418806325,361.7966666666667,0.3212038768916851,111
509,509,12857.0,2011-05-13,210,0.6180921611970753,121,0.2801394320693759,614.6666666666666,0.1064444822309131,211
510,510,12858.0,2010-11-21,383,0.7584594456725047,37,0.5976024485631696,147.26999999999998,0.8292807345689509,323
511,511,12859.0,2010-09-07,458,0.8561469137901717,21,0.7426458085359633,575.0999999999999,0.1241285495664002,331
512,512,12860.0,2010-01-15,693,0.9835062064274784,16,0.8027546335657201,54.22,0.9823159326645128,333
513,513,12861.0,2010-03-30,619,0.945927563339568,4,0.9561299098792724,68.25,0.972623703451794,333
514,514,12862.0,2010-10-10,425,0.8226492093181432,131,0.2611800714164258,492.31000000000006,0.1725896956299949,311
515,515,12863.0,2011-10-18,52,0.3773167828600578,48,0.5232953579323244,465.425,0.1960550926713144,121
516,516,12864.0,2011-07-24,138,0.550586634926033,7,0.9184662472368644,149.785,0.8233293657541234,233
519,519,12867.0,2011-11-13,26,0.2565039959190613,1050,0.0105424247576942,602.2507692307692,0.1115456555007651,111
520,520,12868.0,2011-06-07,185,0.5964971943547016,134,0.2559938785920762,255.47000000000003,0.550756674035028,212
521,521,12869.0,2010-01-27,681,0.9774698180581534,37,0.5976024485631696,337.67,0.3698350620642748,321
522,522,12870.0,2010-11-29,375,0.7412854956640027,93,0.3389729637816698,558.9833333333335,0.1329705832341438,311
523,523,12871.0,2011-09-16,84,0.4783200136031287,18,0.7780139432069376,248.00666666666663,0.5667403502805646,232
524,524,12872.0,2011-01-17,326,0.711103553817378,394,0.0669954089440571,273.66333333333336,0.5124978745111376,312
525,525,12873.0,2011-03-02,282,0.6814317292977384,35,0.6116306750552627,675.7666666666668,0.0863798673694949,221
527,527,12875.0,2011-07-19,143,0.5549226322054073,8,0.906138411834722,271.398,0.5170889304540044,232
529,529,12877.0,2011-12-06,3,0.0468457745281414,274,0.1174970243155925,147.107,0.829620812786941,113
530,530,12878.0,2011-04-17,236,0.6402822649209318,47,0.529756844074137,427.495,0.2348240095221901,221
531,531,12879.0,2011-10-26,44,0.3463696650229553,10,0.8792722326135011,191.07333333333332,0.7121237884713484,133
532,532,12880.0,2010-11-23,381,0.7536983506206427,36,0.6038088760414896,320.065,0.4065635096072096,322
533,533,12881.0,2011-03-09,275,0.675480360482911,7,0.9184662472368644,298.0,0.4630164937935725,232
534,534,12882.0,2011-11-30,9,0.1106954599557898,13,0.8385478660091821,731.52,0.0744771297398401,131
535,535,12883.0,2011-11-15,24,0.2410304370005101,42,0.5621492943376977,175.86750000000004,0.7527631355211699,123
536,536,12884.0,2011-09-12,88,0.487757184152355,7,0.9184662472368644,309.05000000000007,0.4337697670464207,232
537,537,12885.0,2011-10-07,63,0.4149804455024655,71,0.4129399761945247,391.74000000000007,0.2780139432069376,221
538,538,12886.0,2011-10-03,67,0.4328345519469478,82,0.3744261180071416,689.2,0.0834892025165788,211
539,539,12887.0,2010-11-21,383,0.7584594456725047,13,0.8385478660091821,222.4,0.6289746641727597,332
540,540,12888.0,2011-05-09,214,0.623618432239415,5,0.9449923482400951,177.06,0.748342118687298,233
541,541,12889.0,2010-11-23,381,0.7536983506206427,25,0.7022615201496344,96.365,0.938105764325795,333
542,542,12890.0,2011-11-15,24,0.2410304370005101,135,0.254378507056623,353.0099999999999,0.3390579833361673,111
543,543,12891.0,2011-06-07,185,0.5964971943547016,11,0.8649889474579153,76.4090909090909,0.9625913960210848,233
544,544,12892.0,2010-11-08,396,0.7814997449413366,18,0.7780139432069376,263.37999999999994,0.5327325284815507,332
545,545,12893.0,2011-11-09,30,0.2803944907328685,31,0.6448733208637987,176.55,0.7504676075497364,123
546,546,12894.0,2010-05-13,575,0.9214419316442782,21,0.7426458085359633,157.35,0.8012242815847644,333
547,547,12895.0,2011-10-28,42,0.3371875531372215,22,0.7327835402142493,186.4,0.725726917190954,133
548,548,12897.0,2011-05-19,204,0.6146063594626764,14,0.8262200306070396,128.5625,0.8748512157796293,233
549,549,12898.0,2010-09-02,463,0.859377656861078,27,0.6842373745961571,148.10500000000002,0.8279204216969903,323
550,550,12899.0,2010-10-22,413,0.8042849855466757,17,0.7903417786090801,366.4,0.3155925862948478,331
551,551,12900.0,2010-10-13,422,0.8176330556027886,13,0.8385478660091821,340.33000000000004,0.3625233803774868,331
552,552,12901.0,2011-12-01,8,0.0979425267811596,116,0.2883863288556368,630.5192857142857,0.1008331916340758,111
553,553,12902.0,2011-03-20,264,0.6661282094881823,10,0.8792722326135011,138.68,0.8490052712123789,233
554,554,12903.0,2010-10-07,428,0.8262200306070396,41,0.5692909369154906,833.5300000000001,0.0557728277503825,321
555,555,12904.0,2011-11-21,18,0.1922292127189253,71,0.4129399761945247,248.03,0.5665703111715694,122
556,556,12905.0,2010-05-12,576,0.9224621662982486,54,0.4884373405883353,509.2100000000001,0.1594966842373746,321
557,557,12906.0,2011-11-28,11,0.1351810916510797,63,0.4459275633395681,583.962,0.118517258969563,121
558,558,12907.0,2010-11-09,395,0.778864138751913,25,0.7022615201496344,254.455,0.5521169869069886,332
559,559,12908.0,2011-06-16,176,0.5871450433599728,5,0.9449923482400951,355.2,0.3346369665022955,231
560,560,12909.0,2011-10-31,39,0.3268151674885223,158,0.2181601768406733,387.89875000000006,0.2836252338037748,111
561,561,12910.0,2011-11-16,23,0.2318483251147764,137,0.2513178030947118,445.8861538461538,0.2135691208978065,111
562,562,12911.0,2010-06-06,551,0.9106444482230912,236,0.1417275973473899,1651.7199999999998,0.0142832851555857,311
563,563,12912.0,2011-12-07,2,0.0312021765005951,24,0.712208808025846,332.46000000000004,0.3788471348410134,131
564,564,12913.0,2011-12-05,4,0.0628294507736779,92,0.3421186872980785,483.3261538461538,0.1800714164257779,111
565,565,12914.0,2010-11-04,400,0.7858357422207107,9,0.8929603808876041,223.98,0.6240435300119027,332
566,566,12915.0,2011-07-14,148,0.5587485121577963,60,0.4601258289406563,243.775,0.5781329705832341,222
567,567,12916.0,2011-07-24,138,0.550586634926033,172,0.201411324604659,639.9614285714287,0.0974324094541744,211
568,568,12917.0,2011-08-03,128,0.5387689168508757,50,0.5117326985206597,726.5333333333333,0.0753273252848155,221
569,569,12918.0,2010-03-23,626,0.95102873660942,1,0.9900527121237884,10953.5,0.0008501955449753,331
570,570,12919.0,2011-12-01,8,0.0979425267811596,50,0.5117326985206597,222.53166666666667,0.6282945077367794,122
571,571,12920.0,2011-11-22,17,0.181516748852236,59,0.4649719435470158,121.66,0.891345009352151,123
572,572,12921.0,2011-11-30,9,0.1106954599557898,1499,0.0045910559428668,476.12486486486506,0.1865329025675905,111
573,573,12922.0,2011-07-01,161,0.5720115626594117,28,0.6745451453834382,405.38,0.2610100323074307,221
574,574,12923.0,2011-10-06,64,0.4200816187723176,60,0.4601258289406563,256.8066666666667,0.5468457745281414,222
575,575,12924.0,2011-09-12,88,0.487757184152355,74,0.4012922972283625,205.78333333333333,0.6713144023125319,222
576,576,12925.0,2011-12-05,4,0.0628294507736779,50,0.5117326985206597,243.11,0.5800034007821799,122
577,577,12926.0,2010-10-24,411,0.8023295357932324,262,0.1248087060023805,380.9924999999999,0.2928073456895086,311
578,578,12927.0,2010-11-10,394,0.7758884543444993,11,0.8649889474579153,197.3100000000001,0.693759564699881,332
579,579,12928.0,2011-11-04,35,0.3067505526271042,179,0.1919741540554327,358.7408333333333,0.3268151674885223,111
580,580,12929.0,2011-02-01,311,0.7007311681686788,8,0.906138411834722,117.85,0.8995068865839143,333
581,581,12930.0,2011-09-22,78,0.4653970413195035,25,0.7022615201496344,207.9,0.6663832681516749,232
582,582,12931.0,2011-11-18,21,0.2114436320353681,218,0.1572861758204387,1620.1287719298248,0.0151334807005611,111
583,583,12932.0,2010-06-18,539,0.9015473558918552,95,0.334721986056793,212.32,0.6548206087400102,312
584,584,12933.0,2011-11-15,24,0.2410304370005101,289,0.1100153035198095,204.57875,0.6743751062744431,112
585,585,12934.0,2009-12-03,736,0.9975344329195716,2,0.9750892705322224,181.65,0.7362693419486482,333
586,586,12935.0,2011-12-07,2,0.0312021765005951,254,0.1302499574902227,282.924,0.4917531032137391,112
587,587,12936.0,2011-11-22,17,0.181516748852236,62,0.4511137561639177,265.975,0.528481550756674,122
588,588,12937.0,2011-11-24,15,0.1599217820098622,217,0.158136371365414,344.1788888888889,0.3545315422547186,111
589,589,12938.0,2011-11-14,25,0.2491923142322734,9,0.8929603808876041,114.14,0.905968372725727,133
590,590,12939.0,2011-10-06,64,0.4200816187723176,86,0.3603978915150485,1263.24,0.0207447712973984,211
591,591,12940.0,2011-10-16,54,0.386413875191294,96,0.332171399421867,449.845,0.20999829960891,111
592,592,12941.0,2009-12-15,724,0.98792722326135,27,0.6842373745961571,377.4900000000002,0.2996089100493113,321
593,593,12942.0,2011-07-31,131,0.5428498554667573,70,0.4167658561469138,225.2,0.6209828260499914,222
594,594,12943.0,2010-05-30,558,0.9137051521850026,25,0.7022615201496344,248.25,0.5664002720625744,332
595,595,12944.0,2011-11-04,35,0.3067505526271042,30,0.65414045230403,302.255,0.4536643427988437,122
596,596,12945.0,2011-02-24,288,0.6857677265771127,51,0.5059513688148274,450.05500000000006,0.2093181431729297,221
597,597,12946.0,2010-09-29,436,0.8395681006631526,20,0.7534432919571501,324.45,0.3973813977214759,331
598,598,12947.0,2011-07-19,143,0.5549226322054073,97,0.3294507736779459,267.33166666666665,0.526101003230743,212
599,599,12948.0,2011-11-23,16,0.1702091481040639,125,0.2725726917190954,257.4922222222222,0.545825539874171,112
600,600,12949.0,2011-11-09,30,0.2803944907328685,715,0.0255908859037578,705.7590909090909,0.0795783030096922,111
601,601,12950.0,2011-12-07,2,0.0312021765005951,23,0.7227512327835403,614.3333333333334,0.1069545995578983,131
602,602,12951.0,2011-12-01,8,0.0979425267811596,194,0.177860908008842,214.248,0.6498894745791532,112
603,603,12952.0,2011-12-04,5,0.0749022275123278,79,0.3855636796463186,346.9475,0.3502805645298418,111
604,604,12953.0,2011-11-30,9,0.1106954599557898,48,0.5232953579323244,414.405,0.2504676075497364,121
605,605,12954.0,2010-03-11,638,0.9571501445332428,10,0.8792722326135011,162.45000000000002,0.7857507226662133,333
606,606,12955.0,2011-12-08,1,0.0147934024825709,180,0.1901887434109845,432.4690909090909,0.2293827580343479,111
607,607,12956.0,2011-02-06,306,0.696480190443802,42,0.5621492943376977,130.4725,0.8702601598367624,223
608,608,12957.0,2011-11-30,9,0.1106954599557898,490,0.0476959700731168,669.7669230769231,0.0885903757864308,111
609,609,12958.0,2010-11-04,400,0.7858357422207107,49,0.5175990477809896,233.67,0.599897976534603,322
610,610,12959.0,2010-08-12,484,0.8732358442441761,8,0.906138411834722,150.95000000000002,0.819758544465227,333
611,611,12960.0,2010-10-22,413,0.8042849855466757,70,0.4167658561469138,330.5175,0.3825879952389049,321
612,612,12961.0,2010-11-25,379,0.7485121577962931,40,0.5760925012752933,211.99,0.6553307260669954,322
613,613,12962.0,2011-12-02,7,0.0851045740520319,16,0.8027546335657201,133.19500000000002,0.8648189083489203,133
614,614,12963.0,2011-12-01,8,0.0979425267811596,174,0.1985206597517429,269.6491666666668,0.520829790851896,112
615,615,12964.0,2010-09-28,437,0.8411834721986057,26,0.6929943887094031,132.24,0.8658391430028907,323
616,616,12965.0,2011-09-11,89,0.490307770787281,108,0.303859887774188,769.8099999999997,0.0663152525080768,211
617,617,12966.0,2011-11-30,9,0.1106954599557898,10,0.8792722326135011,160.18,0.792722326135011,133
618,618,12967.0,2010-12-16,358,0.7205407243666043,65,0.4378507056623023,979.5066666666668,0.0404693079408263,321
619,619,12968.0,2011-08-19,112,0.5207447712973984,5,0.9449923482400951,135.95,0.8560618942356742,233
620,620,12969.0,2010-04-16,602,0.9383608229892876,5,0.9449923482400951,122.45,0.8899846964801904,333
621,621,12970.0,2011-12-02,7,0.0851045740520319,345,0.0845094371705492,145.35999999999996,0.8331916340758374,113
622,622,12971.0,2011-12-06,3,0.0468457745281414,407,0.0630845094371705,135.38448275862072,0.8588675395340929,113
623,623,12972.0,2010-10-22,413,0.8042849855466757,77,0.3916850875701411,290.30000000000007,0.4779799353851385,312
624,624,12973.0,2010-10-22,413,0.8042849855466757,6,0.9316442781839824,385.55,0.286515898656691,331
625,625,12974.0,2011-05-26,197,0.6081448733208638,32,0.637136541404523,204.475,0.6750552627104234,222
626,626,12975.0,2010-09-29,436,0.8395681006631526,112,0.2957830300969223,350.01500000000004,0.3444992348240095,311
627,627,12976.0,2011-05-12,211,0.6193674545145383,154,0.2241965652099983,394.5475,0.2727427308280905,211
628,628,12977.0,2011-07-06,156,0.5669954089440571,58,0.4695629994898826,128.47,0.8751912939976194,223
629,629,12978.0,2010-11-19,385,0.7606699540894406,163,0.2110185342628804,500.564,0.1659581703791872,311
631,631,12980.0,2011-07-05,157,0.5687808195885053,52,0.5004250977724877,773.6085714285714,0.0654650569631015,221
632,632,12981.0,2011-11-10,29,0.2722326135011053,20,0.7534432919571501,186.11,0.7264070736269342,133
633,633,12982.0,2011-04-11,242,0.6464886923992518,178,0.1937595646998809,343.10124999999994,0.3577622853256249,211
634,634,12983.0,2010-04-20,598,0.9364903927903416,30,0.65414045230403,490.08,0.1746301649379357,321
635,635,12984.0,2011-11-21,18,0.1922292127189253,4,0.9561299098792724,97.5,0.9375106274443122,133
636,636,12985.0,2011-12-09,0,0.0030607039619112,76,0.3945757524230573,619.6899999999999,0.1044040129229722,111
637,637,12986.0,2010-10-07,428,0.8262200306070396,102,0.3174630164937935,272.98400000000004,0.5141982656010883,312
638,638,12987.0,2011-09-27,73,0.4506036388369325,66,0.4341948648189083,262.442,0.5346029586804966,222
639,639,12988.0,2011-02-20,292,0.6886583914300289,83,0.3707702771637476,505.82,0.1627274273082809,211
640,640,12989.0,2011-12-06,3,0.0468457745281414,97,0.3294507736779459,410.6590909090909,0.2538683897296378,111
641,641,12990.0,2011-11-08,31,0.2877061724196565,27,0.6842373745961571,136.5,0.8539364053732359,123
642,642,12991.0,2011-11-16,23,0.2318483251147764,45,0.5414895425947968,254.94,0.5514368304710083,122
643,643,12992.0,2009-12-14,725,0.989032477469818,6,0.9316442781839824,93.35,0.9438020744771296,333
644,644,12993.0,2011-11-16,23,0.2318483251147764,76,0.3945757524230573,157.45375,0.8010542424757694,113
645,645,12994.0,2011-12-05,4,0.0628294507736779,61,0.4557898316612821,324.8066666666667,0.3965312021765006,121
646,646,12995.0,2011-09-15,85,0.4810406393470498,3,0.965652099982996,211.32,0.6578813127019214,232
647,647,12996.0,2010-11-29,375,0.7412854956640027,22,0.7327835402142493,355.5,0.3336167318483251,331
648,648,12997.0,2011-11-17,22,0.2214759394660772,107,0.3059853766366264,263.86375,0.5315422547185853,112
649,649,12998.0,2010-08-04,492,0.877656861078048,58,0.4695629994898826,306.6933333333334,0.4417616051691889,322
650,650,12999.0,2011-05-27,196,0.6066995408944057,28,0.6745451453834382,151.95999999999998,0.8163577622853256,223
651,651,13000.0,2011-08-25,106,0.5123278354021424,62,0.4511137561639177,258.12500000000006,0.5442951878932154,222
652,652,13001.0,2011-12-05,4,0.0628294507736779,1015,0.0120727767386498,728.5651515151515,0.0749872470668253,111
653,653,13002.0,2011-01-25,318,0.7057473218840333,23,0.7227512327835403,138.04333333333335,0.8503655840843394,333
654,654,13003.0,2011-08-26,105,0.5102873660942017,6,0.9316442781839824,49.68333333333334,0.985036558408434,233
655,655,13004.0,2011-11-28,11,0.1351810916510797,815,0.0193844584254378,323.6347222222223,0.3980615541574562,111
656,656,13005.0,2011-06-19,173,0.5847644958340418,56,0.4789151504846115,249.92,0.5633395681006631,222
657,657,13006.0,2011-10-14,56,0.3890494813807175,4,0.9561299098792724,81.57,0.9568100663152526,133
658,658,13007.0,2010-05-09,579,0.925097772487672,11,0.8649889474579153,175.25,0.7546335657201156,333
659,659,13008.0,2011-01-20,323,0.7092331236184323,35,0.6116306750552627,204.0433333333333,0.676415575582384,322
660,660,13009.0,2010-02-05,672,0.9733038598877742,4,0.9561299098792724,234.0,0.598792722326135,332
661,661,13010.0,2010-11-30,374,0.7389049481380717,12,0.8513007991838123,165.06,0.7797993538513858,333
662,662,13011.0,2010-12-02,372,0.7334636966502296,3,0.965652099982996,50.55,0.9840163237544636,333
663,663,13012.0,2011-11-30,9,0.1106954599557898,153,0.2256418976364564,268.89363636363635,0.5227002210508417,112
664,664,13013.0,2011-12-08,1,0.0147934024825709,487,0.048206087400102,382.67,0.2902567590545825,111
665,665,13014.0,2011-11-29,10,0.1232783540214249,225,0.1515048461146063,489.1890909090909,0.1758204387009012,111
666,666,13015.0,2011-10-17,53,0.3825029756844074,348,0.0834041829620812,598.1618181818181,0.1132460465907158,111
667,667,13016.0,2011-09-27,73,0.4506036388369325,47,0.529756844074137,263.2966666666666,0.5329025675905458,222
668,668,13017.0,2011-12-02,7,0.0851045740520319,1,0.9900527121237884,204.0,0.6767556538003741,132
669,669,13018.0,2011-11-23,16,0.1702091481040639,603,0.0348580173439891,278.9474285714285,0.5004250977724877,112
670,670,13019.0,2010-11-25,379,0.7485121577962931,55,0.4834211868729808,204.9916666666667,0.6731848325114776,322
671,671,13020.0,2010-05-26,562,0.9157456214929434,39,0.582724026526101,309.48,0.4324094541744601,322
672,672,13021.0,2011-12-05,4,0.0628294507736779,257,0.1282945077367794,287.48470588235296,0.4827410304370005,112
674,674,13023.0,2011-10-06,64,0.4200816187723176,76,0.3945757524230573,483.0100000000001,0.180241455534773,211
675,675,13024.0,2010-08-26,470,0.864308791021935,31,0.6448733208637987,277.93500000000006,0.5026356061894236,322
676,676,13025.0,2009-12-08,731,0.9931984356401972,13,0.8385478660091821,323.3900000000001,0.3985716714844414,331
677,677,13026.0,2011-12-08,1,0.0147934024825709,82,0.3744261180071416,192.5644444444445,0.7078728107464717,113
678,678,13027.0,2011-08-18,113,0.5224451623873491,85,0.3645638496854276,907.3263157894736,0.0489712633905798,211
679,679,13028.0,2011-11-17,22,0.2214759394660772,45,0.5414895425947968,330.66,0.3824179561299098,121
680,680,13029.0,2011-11-09,30,0.2803944907328685,17,0.7903417786090801,385.46,0.2870260159836762,131
681,681,13030.0,2011-11-28,11,0.1351810916510797,92,0.3421186872980785,376.22,0.301309301139262,111
682,682,13031.0,2010-10-28,407,0.7950178541064444,407,0.0630845094371705,658.568,0.0923312361843223,311
683,683,13032.0,2011-10-18,52,0.3773167828600578,207,0.1642577792892365,312.8844444444444,0.4235674205067165,112
684,684,13033.0,2010-12-17,357,0.7195204897126339,13,0.8385478660091821,110.275,0.916170719265431,333
685,685,13034.0,2011-10-16,54,0.386413875191294,44,0.5484611460635946,252.2733333333333,0.5575582383948308,122
686,686,13035.0,2011-09-27,73,0.4506036388369325,42,0.5621492943376977,454.7333333333333,0.2052372045570481,221
687,687,13036.0,2010-01-24,684,0.9805305220200646,6,0.9316442781839824,307.1,0.4405713314062234,332
688,688,13037.0,2011-07-24,138,0.550586634926033,232,0.1439381057643258,326.24583333333334,0.3929603808876041,211
689,689,13038.0,2011-09-20,80,0.4717735079068185,28,0.6745451453834382,302.82,0.451963951708893,222
690,690,13039.0,2010-05-04,584,0.928073456895086,55,0.4834211868729808,252.6825,0.5561979255228703,322
691,691,13040.0,2011-12-01,8,0.0979425267811596,43,0.5552627104233974,338.495,0.3669443972113586,121
692,692,13041.0,2010-09-15,450,0.850450603638837,35,0.6116306750552627,199.7825,0.6878081958850536,322
693,693,13042.0,2010-04-20,598,0.9364903927903416,184,0.1861078047951028,496.1966666666668,0.1695289916680836,311
694,694,13043.0,2011-03-11,273,0.6731848325114776,13,0.8385478660091821,516.4200000000001,0.1549056282945077,231
695,695,13044.0,2011-02-21,291,0.6883183132120387,416,0.0612990987927223,440.7318181818182,0.2190103723856487,211
696,696,13045.0,2011-09-01,99,0.504931134160857,45,0.5414895425947968,269.64000000000004,0.520999829960891,222
697,697,13046.0,2011-11-09,30,0.2803944907328685,56,0.4789151504846115,316.4166666666667,0.4138751912939976,122
698,698,13047.0,2011-11-08,31,0.2877061724196565,381,0.0709063084509437,351.18875,0.3421186872980785,111
699,699,13048.0,2011-11-25,14,0.1511647678966162,265,0.1225981975854446,449.90333333333336,0.209828260499915,111
700,700,13049.0,2011-10-06,64,0.4200816187723176,26,0.6929943887094031,352.06000000000006,0.3405883353171229,221
701,701,13050.0,2011-11-25,14,0.1511647678966162,984,0.0130930113926203,342.47200000000004,0.3586124808706002,111
702,702,13051.0,2010-05-10,578,0.9242475769426968,4,0.9561299098792724,77.9,0.9610610440401292,333
703,703,13052.0,2011-05-11,212,0.621067845604489,248,0.1333956810066315,445.6185714285715,0.2140792382247917,211
704,704,13053.0,2010-03-28,621,0.9474579153205236,17,0.7903417786090801,127.65,0.8777418806325454,333
705,705,13055.0,2011-09-22,78,0.4653970413195035,154,0.2241965652099983,580.2775,0.1200476109505186,211
706,706,13056.0,2010-06-06,551,0.9106444482230912,19,0.7650059513688148,209.48,0.6623023295357933,332
707,707,13057.0,2010-06-27,530,0.8979765346029587,40,0.5760925012752933,236.53,0.5932664512837953,322
708,708,13058.0,2011-11-15,24,0.2410304370005101,8,0.906138411834722,90.46666666666664,0.9474579153205236,133
709,709,13059.0,2011-04-04,249,0.6527801394320694,198,0.1747151844924332,229.177,0.609930283965312,212
710,710,13060.0,2011-03-31,253,0.6553307260669954,15,0.8149124298588676,307.53000000000003,0.4392110185342628,232
711,711,13061.0,2011-09-28,72,0.4464376806665533,10,0.8792722326135011,248.61,0.565550076517599,232
712,712,13062.0,2011-06-01,191,0.6028736609420167,11,0.8649889474579153,346.98,0.3501105254208468,231
713,713,13063.0,2010-08-16,480,0.8715354531542254,12,0.8513007991838123,188.4,0.7213059003570821,333
714,714,13064.0,2011-11-27,12,0.1441081448733208,93,0.3389729637816698,277.8066666666667,0.5029756844074137,112
715,715,13065.0,2010-12-01,373,0.7364393810576433,62,0.4511137561639177,211.01,0.6589015473558919,322
716,716,13066.0,2011-11-15,24,0.2410304370005101,48,0.5232953579323244,235.40000000000003,0.5963271552457066,122
717,717,13067.0,2011-09-18,82,0.4767046420676755,32,0.637136541404523,169.50333333333333,0.7682366944397211,223
718,718,13068.0,2011-11-29,10,0.1232783540214249,2,0.9750892705322224,172.0,0.7622853256248937,133
719,719,13069.0,2011-12-09,0,0.0030607039619112,1038,0.0112225811936745,244.32763157894732,0.5766026186022786,112
720,720,13070.0,2011-05-31,192,0.6040639347049821,33,0.6297398401632376,187.925,0.7223261350110526,223
721,721,13071.0,2010-04-06,612,0.9436320353681348,12,0.8513007991838123,129.22,0.8729807855806836,333
